##NAMES=Spinel
##RRUFFID=R050259
##IDEAL CHEMISTRY=MgAl_2_O_4_
##LOCALITY=Mogok, Burma
##OWNER=RRUFF
##SOURCE=Marcus Origlieri
##DESCRIPTION=Purple cut gemstone
##STATUS=The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis
##URL=rruff.info/R050259
##MEASURED CHEMISTRY=(Mg_0.99_Zn_0.01_)_Σ=1_(Al_1.98_Fe^3+^_0.02_)_Σ=2_O_4_; trace amounts of Cr
3.721941e+002, 0.000000e+000
3.741225e+002, 7.471263e-002
3.760510e+002, 8.133225e-002
3.779795e+002, 8.379383e-002
3.799079e+002, 8.108848e-002
3.818364e+002, 7.785355e-002
3.837649e+002, 7.947589e-002
3.856933e+002, 7.943604e-002
3.876218e+002, 7.930967e-002
3.895503e+002, 8.231981e-002
3.914787e+002, 8.132266e-002
3.934072e+002, 8.102877e-002
3.953357e+002, 8.098433e-002
3.972641e+002, 7.898311e-002
3.991926e+002, 8.174576e-002
4.011211e+002, 8.388088e-002
4.030495e+002, 8.293797e-002
4.049780e+002, 8.337659e-002
4.069065e+002, 8.467066e-002
4.088349e+002, 8.491141e-002
4.107634e+002, 8.230636e-002
4.126919e+002, 8.212962e-002
4.146203e+002, 8.225377e-002
4.165488e+002, 8.301657e-002
4.184773e+002, 8.392745e-002
4.204057e+002, 8.484780e-002
4.223342e+002, 8.492656e-002
4.242627e+002, 8.576256e-002
4.261911e+002, 8.587381e-002
4.281196e+002, 8.540349e-002
4.300481e+002, 8.541927e-002
4.319765e+002, 8.537140e-002
4.339050e+002, 8.525041e-002
4.358335e+002, 8.563939e-002
4.377619e+002, 8.621233e-002
4.396904e+002, 8.702610e-002
4.416189e+002, 8.787542e-002
4.435473e+002, 8.834693e-002
4.454758e+002, 8.841896e-002
4.474043e+002, 8.860375e-002
4.493327e+002, 8.776139e-002
4.512612e+002, 8.623166e-002
4.531897e+002, 8.738565e-002
4.551181e+002, 8.866011e-002
4.570466e+002, 8.883259e-002
4.589751e+002, 8.846844e-002
4.609035e+002, 8.755632e-002
4.628320e+002, 8.697080e-002
4.647605e+002, 8.669449e-002
4.666889e+002, 8.639389e-002
4.686174e+002, 8.581976e-002
4.705459e+002, 8.493494e-002
4.724743e+002, 8.333944e-002
4.744028e+002, 8.262359e-002
4.763313e+002, 8.328824e-002
4.782597e+002, 8.371200e-002
4.801882e+002, 8.420829e-002
4.821167e+002, 8.519208e-002
4.840451e+002, 8.589446e-002
4.859736e+002, 8.647557e-002
