##NAMES=Yttrotungstite-(Y)
##RRUFFID=R050569
##IDEAL CHEMISTRY=Y^3+^W^6+^_2_O_6_(OH)_3_
##LOCALITY=Perak, Malaysia
##OWNER=RRUFF
##SOURCE=University of Arizona Mineral Museum
##DESCRIPTION=Colorless flattened lathlike crystals
##STATUS=The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis
##URL=rruff.info/R050569
##MEASURED CHEMISTRY=(Y_0.70_Nd_0.10_Ce_0.07_Dy_0.07_La_0.04_Ca_0.02_)_Σ=1_W_2.00_(O_6.00_(OH)_2.98_(H_2_O)_0.02_)_Σ=9_ ; O, OH and H_2_O estimated by difference and charge balance.
1976.678, 2.1920100E-02
1978.607, 2.3118909E-02
1980.535, 2.3162480E-02
1982.464, 2.2274740E-02
1984.392, 2.1699730E-02
1986.321, 2.3590719E-02
1988.249, 2.4859751E-02
1990.178, 2.4331590E-02
1992.106, 2.3853060E-02
1994.035, 2.6002120E-02
1995.963, 2.5877761E-02
1997.891, 2.3143521E-02
1999.820, 2.2575419E-02
2001.748, 2.1834441E-02
2003.677, 2.0238141E-02
2005.605, 2.3066361E-02
2007.534, 2.5018111E-02
2009.462, 2.3723381E-02
2011.391, 2.3194971E-02
2013.319, 2.2169240E-02
2015.248, 2.1227520E-02
2017.176, 2.0636050E-02
2019.105, 2.0412929E-02
2021.033, 1.9230399E-02
2022.962, 1.8963030E-02
2024.890, 1.8237449E-02
2026.818, 1.9998681E-02
2028.747, 2.1091580E-02
2030.675, 1.9504840E-02
2032.604, 1.9313451E-02
2034.532, 2.1686509E-02
2036.461, 2.2605130E-02
2038.389, 2.2971731E-02
2040.318, 2.7212501E-02
2042.246, 2.8782850E-02
2044.175, 2.6514061E-02
2046.103, 2.4997201E-02
2048.032, 2.5423991E-02
2049.960, 2.6941121E-02
2051.889, 2.5514331E-02
2053.817, 2.5037680E-02
2055.746, 2.5427651E-02
2057.674, 2.7681790E-02
2059.603, 2.7048070E-02
2061.531, 2.6687739E-02
2063.459, 2.7137270E-02
2065.388, 2.8459299E-02
2067.316, 3.0256201E-02
2069.245, 2.8766410E-02
2071.173, 2.5756819E-02
2073.102, 2.5753159E-02
2075.030, 2.7799699E-02
2076.959, 2.8185651E-02
2078.887, 2.8468059E-02
2080.816, 2.8538590E-02
2082.744, 2.8050801E-02
2084.673, 2.8436869E-02
2086.601, 2.9916320E-02
2088.530, 3.0880280E-02
2090.458, 2.9471990E-02
2092.386, 2.9327391E-02
2094.315, 2.9588159E-02
2096.243, 2.9779160E-02
2098.172, 2.8660979E-02
2100.100, 2.8475940E-02
2102.029, 2.9791109E-02
2103.957, 3.1799041E-02
2105.886, 3.2608218E-02
2107.814, 3.1047430E-02
2109.743, 3.0082529E-02
2111.671, 3.0527029E-02
2113.600, 3.0647870E-02
2115.528, 2.9634660E-02
2117.457, 2.9655730E-02
2119.385, 2.9192680E-02
2121.313, 2.7811630E-02
2123.242, 2.9415600E-02
2125.170, 3.1683989E-02
2127.099, 3.1595889E-02
2129.027, 2.9626559E-02
2130.956, 2.7464431E-02
2132.884, 2.6861381E-02
2134.813, 2.8478511E-02
2136.741, 2.9247889E-02
2138.670, 2.8630290E-02
2140.598, 2.8978091E-02
2142.527, 2.8884670E-02
2144.455, 3.0427570E-02
2146.384, 3.0753819E-02
2148.312, 2.7386511E-02
2150.240, 2.5883710E-02
2152.169, 2.7264070E-02
2154.097, 2.5439059E-02
2156.026, 2.2766611E-02
2157.954, 2.4391530E-02
2159.883, 2.7688051E-02
2161.811, 2.8798340E-02
2163.740, 2.9732879E-02
2165.668, 3.0155480E-02
2167.597, 2.9734500E-02
2169.525, 3.0444520E-02
2171.454, 2.9706329E-02
2173.382, 2.9172741E-02
2175.311, 2.9365910E-02
2177.239, 2.9457660E-02
2179.167, 2.9247791E-02
2181.096, 3.0006060E-02
2183.024, 2.8751761E-02
2184.953, 2.8781710E-02
2186.881, 2.7887290E-02
2188.810, 2.8063200E-02
2190.738, 2.9979739E-02
2192.667, 3.1354811E-02
2194.595, 3.1510901E-02
2196.524, 2.9532610E-02
2198.452, 2.9369069E-02
2200.381, 3.0842559E-02
2202.309, 3.1882130E-02
2204.238, 3.3512600E-02
2206.166, 3.2132901E-02
2208.094, 3.1316411E-02
2210.023, 2.9489290E-02
2211.951, 3.0152580E-02
2213.880, 3.3174261E-02
2215.808, 3.5477299E-02
2217.737, 3.4470689E-02
2219.665, 3.4460951E-02
2221.594, 3.3595901E-02
2223.522, 3.4125701E-02
2225.451, 3.5602141E-02
2227.379, 3.4458030E-02
2229.308, 3.4177449E-02
2231.236, 3.5670541E-02
2233.165, 3.5316300E-02
2235.093, 3.4190431E-02
2237.021, 3.4425721E-02
2238.950, 3.4760579E-02
2240.878, 3.3707179E-02
2242.807, 3.4588128E-02
2244.735, 3.5119470E-02
2246.664, 3.6240600E-02
2248.592, 3.7279300E-02
2250.521, 3.6646958E-02
2252.449, 3.7007179E-02
2254.378, 3.7724812E-02
2256.306, 3.7925541E-02
2258.235, 3.8007662E-02
2260.163, 3.7212480E-02
2262.092, 3.7863709E-02
2264.020, 3.8309898E-02
2265.948, 3.7864130E-02
2267.877, 3.7925009E-02
2269.805, 3.9277099E-02
2271.734, 3.8968138E-02
2273.662, 3.8987659E-02
2275.591, 3.9512180E-02
2277.519, 3.9708260E-02
2279.448, 3.9003190E-02
2281.376, 3.9692719E-02
2283.305, 3.9617300E-02
2285.233, 3.8928218E-02
2287.162, 3.9053358E-02
2289.090, 3.8962521E-02
2291.019, 3.9543770E-02
2292.947, 4.0308271E-02
2294.875, 4.0495470E-02
2296.804, 4.0795371E-02
2298.732, 4.1243419E-02
2300.661, 4.1247349E-02
2302.589, 4.0511940E-02
2304.518, 4.0899690E-02
2306.446, 4.0913131E-02
2308.375, 4.0812470E-02
2310.303, 4.1590001E-02
2312.232, 4.2683050E-02
2314.160, 4.2794742E-02
2316.089, 4.2654641E-02
2318.017, 4.3163210E-02
2319.946, 4.3638110E-02
2321.874, 4.2935949E-02
2323.802, 4.3088108E-02
2325.731, 4.3999489E-02
2327.659, 4.3844979E-02
2329.588, 4.2569101E-02
2331.516, 4.2383999E-02
2333.445, 4.2882331E-02
2335.373, 4.2920351E-02
2337.302, 4.2733241E-02
2339.230, 4.2487130E-02
2341.159, 4.2269021E-02
2343.087, 4.2412050E-02
2345.016, 4.2516138E-02
2346.944, 4.2373549E-02
2348.873, 4.1332729E-02
2350.801, 4.1260649E-02
2352.729, 4.2043660E-02
2354.658, 4.2064060E-02
2356.586, 4.3051861E-02
2358.515, 4.3942031E-02
2360.443, 4.4189259E-02
2362.372, 4.3761849E-02
2364.300, 4.3397639E-02
2366.229, 4.2391431E-02
2368.157, 4.1801520E-02
2370.086, 4.2115722E-02
2372.014, 4.2687159E-02
2373.942, 4.2186301E-02
2375.871, 4.1872419E-02
2377.799, 4.2442650E-02
2379.728, 4.1488200E-02
2381.656, 4.0794831E-02
2383.585, 4.1012980E-02
2385.513, 4.0700089E-02
2387.442, 4.0620361E-02
2389.370, 4.1923840E-02
2391.299, 4.2488791E-02
2393.227, 4.2178381E-02
2395.156, 4.1322961E-02
2397.084, 4.0793829E-02
2399.012, 4.0667702E-02
2400.941, 4.1172661E-02
2402.869, 4.1975271E-02
2404.798, 4.2397909E-02
2406.726, 4.1693121E-02
2408.655, 4.2042609E-02
2410.583, 4.2973239E-02
2412.512, 4.3162040E-02
2414.440, 4.2949218E-02
2416.369, 4.2364880E-02
2418.297, 4.2759579E-02
2420.226, 4.3815680E-02
2422.154, 4.3003250E-02
2424.083, 4.1835990E-02
2426.011, 4.2331502E-02
2427.939, 4.3265209E-02
2429.868, 4.3468781E-02
2431.796, 4.3296751E-02
2433.725, 4.3968439E-02
2435.653, 4.4096410E-02
2437.582, 4.4040810E-02
2439.510, 4.4498488E-02
2441.439, 4.4652551E-02
2443.367, 4.4655051E-02
2445.296, 4.4487510E-02
2447.224, 4.4626258E-02
2449.153, 4.4389460E-02
2451.081, 4.3646868E-02
2453.010, 4.3443281E-02
2454.938, 4.3776572E-02
2456.866, 4.4165391E-02
2458.795, 4.4164989E-02
2460.723, 4.4378430E-02
2462.652, 4.4557821E-02
2464.580, 4.3938391E-02
2466.509, 4.3981709E-02
2468.437, 4.4906400E-02
2470.366, 4.5342028E-02
2472.294, 4.5788031E-02
2474.223, 4.5485262E-02
2476.151, 4.4866990E-02
2478.080, 4.4175200E-02
2480.008, 4.4108730E-02
2481.937, 4.4805579E-02
2483.865, 4.5335881E-02
2485.793, 4.5499761E-02
2487.722, 4.4977989E-02
2489.650, 4.4515301E-02
2491.579, 4.4470631E-02
2493.507, 4.4740871E-02
2495.436, 4.4637781E-02
2497.364, 4.3942351E-02
2499.293, 4.4937380E-02
2501.221, 4.6333369E-02
2503.150, 4.6704371E-02
2505.078, 4.6115890E-02
2507.007, 4.5898098E-02
2508.935, 4.6484161E-02
2510.864, 4.5520950E-02
2512.792, 4.5961719E-02
2514.720, 4.5861870E-02
2516.649, 4.5153320E-02
2518.577, 4.5259591E-02
2520.506, 4.6023991E-02
2522.434, 4.5819610E-02
2524.363, 4.4994339E-02
2526.291, 4.5554560E-02
2528.220, 4.7335051E-02
2530.148, 4.8345510E-02
2532.077, 4.7896318E-02
2534.005, 4.8659459E-02
2535.934, 4.9548980E-02
2537.862, 4.8218600E-02
2539.791, 4.7393821E-02
2541.719, 4.7942989E-02
2543.647, 4.7806330E-02
2545.576, 4.7727909E-02
2547.504, 4.7825761E-02
2549.433, 4.8022330E-02
2551.361, 4.8530631E-02
2553.290, 4.8189521E-02
2555.218, 4.8541110E-02
2557.147, 4.9599260E-02
2559.075, 4.9746081E-02
2561.004, 5.0050180E-02
2562.932, 4.9706951E-02
2564.861, 4.9095642E-02
2566.789, 4.9576160E-02
2568.718, 5.0395489E-02
2570.646, 5.0660040E-02
2572.574, 5.0067771E-02
2574.503, 4.9370792E-02
2576.431, 4.9049251E-02
2578.360, 4.9455918E-02
2580.288, 5.0829120E-02
2582.217, 5.1413819E-02
2584.145, 5.0826441E-02
2586.074, 5.1591281E-02
2588.002, 5.2112252E-02
2589.931, 5.1699311E-02
2591.859, 5.1266909E-02
2593.788, 5.0475240E-02
2595.716, 5.0265439E-02
2597.645, 5.1149771E-02
2599.573, 5.1414270E-02
2601.501, 5.1965300E-02
2603.430, 5.2522570E-02
2605.358, 5.2313719E-02
2607.287, 5.2254189E-02
2609.215, 5.2757930E-02
2611.144, 5.3442199E-02
2613.072, 5.3370859E-02
2615.001, 5.1985942E-02
2616.929, 5.2198932E-02
2618.858, 5.3067271E-02
2620.786, 5.3212799E-02
2622.715, 5.2554470E-02
2624.643, 5.2547030E-02
2626.572, 5.2772481E-02
2628.500, 5.2778032E-02
2630.428, 5.3428680E-02
2632.357, 5.3729810E-02
2634.285, 5.4274660E-02
2636.214, 5.4859862E-02
2638.142, 5.4427080E-02
2640.071, 5.4297909E-02
2641.999, 5.4951411E-02
2643.928, 5.5789512E-02
2645.856, 5.5539329E-02
2647.785, 5.4509550E-02
2649.713, 5.4463729E-02
2651.642, 5.5455431E-02
2653.570, 5.5594862E-02
2655.499, 5.5800270E-02
2657.427, 5.6470230E-02
2659.355, 5.6094792E-02
2661.284, 5.5383239E-02
2663.212, 5.5181589E-02
2665.141, 5.5276740E-02
2667.069, 5.6279670E-02
2668.998, 5.6889139E-02
2670.926, 5.7196390E-02
2672.855, 5.7506882E-02
2674.783, 5.7830680E-02
2676.712, 5.7906032E-02
2678.640, 5.6912150E-02
2680.569, 5.6189671E-02
2682.497, 5.6236070E-02
2684.426, 5.6807838E-02
2686.354, 5.7301059E-02
2688.282, 5.7515379E-02
2690.211, 5.7889201E-02
2692.139, 5.8108620E-02
2694.068, 5.7223171E-02
2695.996, 5.6241520E-02
2697.925, 5.7132181E-02
2699.853, 5.8246069E-02
2701.782, 5.8334339E-02
2703.710, 5.8323991E-02
2705.639, 5.8424000E-02
2707.567, 5.8191299E-02
2709.496, 5.8321241E-02
2711.424, 5.9210990E-02
2713.353, 5.9972659E-02
2715.281, 6.0090069E-02
2717.209, 5.9970140E-02
2719.138, 5.9779670E-02
2721.066, 6.0324579E-02
2722.995, 6.1147839E-02
2724.923, 6.1401740E-02
2726.852, 6.1027121E-02
2728.780, 6.1445829E-02
2730.709, 6.1354730E-02
2732.637, 6.1056182E-02
2734.566, 6.1165050E-02
2736.494, 6.0918558E-02
2738.423, 6.1378490E-02
2740.351, 6.1966199E-02
2742.280, 6.1392661E-02
2744.208, 6.1186019E-02
2746.136, 6.1833300E-02
2748.065, 6.2168241E-02
2749.993, 6.2125109E-02
2751.922, 6.2324159E-02
2753.850, 6.1331220E-02
2755.779, 6.2712513E-02
2757.707, 6.4036474E-02
2759.636, 6.4202942E-02
2761.564, 6.4033113E-02
2763.493, 6.3253351E-02
2765.421, 6.3422129E-02
2767.350, 6.3521668E-02
2769.278, 6.4013816E-02
2771.207, 6.4661473E-02
2773.135, 6.4416014E-02
2775.063, 6.3424043E-02
2776.992, 6.3566066E-02
2778.920, 6.4127058E-02
2780.849, 6.4575918E-02
2782.777, 6.5071441E-02
2784.706, 6.5466247E-02
2786.634, 6.5099940E-02
2788.563, 6.5232910E-02
2790.491, 6.5249108E-02
2792.420, 6.5346017E-02
2794.348, 6.5134369E-02
2796.277, 6.5875947E-02
2798.205, 6.8040058E-02
2800.134, 6.8321161E-02
2802.062, 6.7414090E-02
2803.990, 6.7232639E-02
2805.919, 6.7430347E-02
2807.847, 6.7817472E-02
2809.776, 6.8024121E-02
2811.704, 6.7947529E-02
2813.633, 6.8455048E-02
2815.561, 6.9481403E-02
2817.490, 6.9760062E-02
2819.418, 6.9776170E-02
2821.347, 7.0289500E-02
2823.275, 6.9940083E-02
2825.204, 6.9769099E-02
2827.132, 7.1051978E-02
2829.061, 7.1290083E-02
2830.989, 7.0805639E-02
2832.917, 7.1280099E-02
2834.846, 7.1331933E-02
2836.774, 7.0953831E-02
2838.703, 7.1010299E-02
2840.631, 7.1822703E-02
2842.560, 7.2568081E-02
2844.488, 7.2405957E-02
2846.417, 7.2930917E-02
2848.345, 7.3067397E-02
2850.274, 7.2658040E-02
2852.202, 7.2959051E-02
2854.131, 7.2359033E-02
2856.059, 7.3157363E-02
2857.988, 7.3341213E-02
2859.916, 7.2861508E-02
2861.844, 7.3258817E-02
2863.773, 7.3530957E-02
2865.701, 7.4641667E-02
2867.630, 7.4776068E-02
2869.558, 7.4186213E-02
2871.487, 7.3651917E-02
2873.415, 7.3476247E-02
2875.344, 7.4936546E-02
2877.272, 7.7305079E-02
2879.201, 7.7506892E-02
2881.129, 7.7358648E-02
2883.058, 7.6963037E-02
2884.986, 7.6643392E-02
2886.915, 7.7064291E-02
2888.843, 7.6999329E-02
2890.771, 7.7799156E-02
2892.700, 7.9101667E-02
2894.628, 7.9766572E-02
2896.557, 8.0017060E-02
2898.485, 7.9538196E-02
2900.414, 7.9779148E-02
2902.342, 8.0980413E-02
2904.271, 8.0340542E-02
2906.199, 7.9657622E-02
2908.128, 8.0665126E-02
2910.056, 8.1883602E-02
2911.985, 8.2439341E-02
2913.913, 8.2497999E-02
2915.842, 8.2739323E-02
2917.770, 8.2845427E-02
2919.698, 8.2969747E-02
2921.627, 8.4570572E-02
2923.555, 8.5315481E-02
2925.484, 8.4185198E-02
2927.412, 8.3621234E-02
2929.341, 8.2613267E-02
2931.269, 8.2533658E-02
2933.198, 8.3011299E-02
2935.126, 8.3393812E-02
2937.055, 8.2783110E-02
2938.983, 8.3382413E-02
2940.912, 8.4327839E-02
2942.840, 8.4314600E-02
2944.769, 8.5570522E-02
2946.697, 8.7223381E-02
2948.625, 8.6199887E-02
2950.554, 8.6226620E-02
2952.482, 8.5456483E-02
2954.411, 8.6538061E-02
2956.339, 8.7453827E-02
2958.268, 8.6255163E-02
2960.196, 8.6387850E-02
2962.125, 8.6318754E-02
2964.053, 8.5513160E-02
2965.982, 8.6177632E-02
2967.910, 8.7279066E-02
2969.839, 8.8157140E-02
2971.767, 8.8348530E-02
2973.696, 8.8586658E-02
2975.624, 8.8070013E-02
2977.552, 8.7970033E-02
2979.481, 8.8205248E-02
2981.409, 8.7938488E-02
2983.338, 8.7840013E-02
2985.266, 8.8114053E-02
2987.195, 8.6880513E-02
2989.123, 8.6699791E-02
2991.052, 8.8446423E-02
2992.980, 8.7689526E-02
2994.909, 8.7615967E-02
2996.837, 8.9513503E-02
2998.766, 8.9296557E-02
3000.694, 8.7858863E-02
3002.623, 8.7515756E-02
3004.551, 8.7710738E-02
3006.479, 8.7996580E-02
3008.408, 8.6561091E-02
3010.336, 8.5715353E-02
3012.265, 8.6936802E-02
3014.193, 8.8303097E-02
3016.122, 8.7568261E-02
3018.050, 8.7443821E-02
3019.979, 8.7396577E-02
3021.907, 8.7468907E-02
3023.836, 8.6761229E-02
3025.764, 8.5550219E-02
3027.693, 8.7418526E-02
3029.621, 8.8099599E-02
3031.550, 8.5863046E-02
3033.478, 8.5990287E-02
3035.406, 8.6453587E-02
3037.335, 8.5700840E-02
3039.263, 8.4859103E-02
3041.192, 8.5652962E-02
3043.120, 8.6867817E-02
3045.049, 8.7796517E-02
3046.977, 8.6251281E-02
3048.906, 8.5602634E-02
3050.834, 8.6050242E-02
3052.763, 8.5181788E-02
3054.691, 8.3782583E-02
3056.620, 8.2017682E-02
3058.548, 8.3176836E-02
3060.477, 8.5615493E-02
3062.405, 8.5854143E-02
3064.333, 8.4360547E-02
3066.262, 8.2689837E-02
3068.190, 8.2684033E-02
3070.119, 8.3300881E-02
3072.047, 8.3590932E-02
3073.976, 8.3750047E-02
3075.904, 8.2243539E-02
3077.833, 8.0517761E-02
3079.761, 8.1118211E-02
3081.690, 8.1981763E-02
3083.618, 8.2696013E-02
3085.547, 8.3734617E-02
3087.475, 8.2744010E-02
3089.404, 8.1274599E-02
3091.332, 8.2702942E-02
3093.260, 8.2488783E-02
3095.189, 8.1375606E-02
3097.117, 8.0671161E-02
3099.046, 8.1161819E-02
3100.974, 8.1422038E-02
3102.903, 7.9724401E-02
3104.831, 8.0669947E-02
3106.760, 8.2036227E-02
3108.688, 8.1978753E-02
3110.617, 8.0082871E-02
3112.545, 7.8393050E-02
3114.474, 7.9414137E-02
3116.402, 7.9464018E-02
3118.331, 7.9252377E-02
3120.259, 7.9013467E-02
3122.188, 7.8701332E-02
3124.116, 7.9454929E-02
3126.044, 7.8823842E-02
3127.973, 7.8962937E-02
3129.901, 7.9009473E-02
3131.830, 7.6618850E-02
3133.758, 7.6886937E-02
3135.687, 7.8754559E-02
3137.615, 8.0244496E-02
3139.544, 8.0976687E-02
3141.472, 7.9481117E-02
3143.401, 7.7415027E-02
3145.329, 7.7189699E-02
3147.258, 7.7899776E-02
3149.186, 7.8894868E-02
3151.115, 7.9368211E-02
3153.043, 7.9346262E-02
3154.971, 7.8881010E-02
3156.900, 7.7767767E-02
3158.828, 7.6809376E-02
3160.757, 7.7777334E-02
3162.685, 7.9362512E-02
3164.614, 8.0425777E-02
3166.542, 8.1239253E-02
3168.471, 7.9625256E-02
3170.399, 7.8128658E-02
3172.328, 7.8332826E-02
3174.256, 7.8075767E-02
3176.185, 7.8599967E-02
3178.113, 7.9326533E-02
3180.042, 7.9182617E-02
3181.970, 7.9742327E-02
3183.898, 7.9940543E-02
3185.827, 7.7872068E-02
3187.755, 7.7959977E-02
3189.684, 7.9649366E-02
3191.612, 7.8984097E-02
3193.541, 7.7692613E-02
3195.469, 7.7981867E-02
3197.398, 7.6920807E-02
3199.326, 7.5411767E-02
3201.255, 7.4401930E-02
3203.183, 7.6697484E-02
3205.112, 7.7972867E-02
3207.040, 7.6676533E-02
3208.969, 7.8042291E-02
3210.897, 7.7608153E-02
3212.825, 7.8890733E-02
3214.754, 8.0781147E-02
3216.682, 7.9203688E-02
3218.611, 7.6722309E-02
3220.539, 7.6291963E-02
3222.468, 7.7706881E-02
3224.396, 7.7881344E-02
3226.325, 7.9731219E-02
3228.253, 8.0387063E-02
3230.182, 7.7983402E-02
3232.110, 7.7337943E-02
3234.039, 7.8215294E-02
3235.967, 7.8055874E-02
3237.896, 7.8253217E-02
3239.824, 7.6823622E-02
3241.752, 7.7358142E-02
3243.681, 7.8652821E-02
3245.609, 8.0348171E-02
3247.538, 8.0183923E-02
3249.466, 7.9177521E-02
3251.395, 7.9812273E-02
3253.323, 7.9873972E-02
3255.252, 7.9637393E-02
3257.180, 7.7311888E-02
3259.109, 7.6246649E-02
3261.037, 7.8812048E-02
3262.966, 8.0484398E-02
3264.894, 7.8776598E-02
3266.823, 7.8810781E-02
3268.751, 7.9553477E-02
3270.679, 7.8314759E-02
3272.608, 7.9077251E-02
3274.536, 8.0829874E-02
3276.465, 8.0374129E-02
3278.393, 8.0586843E-02
3280.322, 8.2105882E-02
3282.250, 8.3028369E-02
3284.179, 8.1509903E-02
3286.107, 8.1517421E-02
3288.036, 8.1750050E-02
3289.964, 8.2119063E-02
3291.893, 8.2326978E-02
3293.821, 8.1339523E-02
3295.750, 7.9534963E-02
3297.678, 7.9363078E-02
3299.606, 8.0930360E-02
3301.535, 8.0686577E-02
3303.463, 8.1122711E-02
3305.392, 8.1902117E-02
3307.320, 8.1474759E-02
3309.249, 7.9913817E-02
3311.177, 7.8821957E-02
3313.106, 8.0997691E-02
3315.034, 8.0798507E-02
3316.963, 8.1877246E-02
3318.891, 8.2853213E-02
3320.820, 8.2227647E-02
3322.748, 8.2122743E-02
3324.677, 8.2475483E-02
3326.605, 8.1487603E-02
3328.533, 7.9657152E-02
3330.462, 8.1052341E-02
3332.390, 8.3550327E-02
3334.319, 8.4802873E-02
3336.247, 8.4096350E-02
3338.176, 8.3082654E-02
3340.104, 8.3903320E-02
3342.033, 8.4416933E-02
3343.961, 8.4833138E-02
3345.890, 8.4088936E-02
3347.818, 8.1540078E-02
3349.747, 7.9521812E-02
3351.675, 7.9531699E-02
3353.604, 8.0565371E-02
3355.532, 8.2479604E-02
3357.460, 8.4137760E-02
3359.389, 8.4109679E-02
3361.317, 8.4567063E-02
3363.246, 8.5620709E-02
3365.174, 8.3294190E-02
3367.103, 8.1521340E-02
3369.031, 7.9849347E-02
3370.960, 7.9880431E-02
3372.888, 8.0454268E-02
3374.817, 8.1164680E-02
3376.745, 8.0126829E-02
3378.674, 7.9645097E-02
3380.602, 8.0792457E-02
3382.531, 8.2031153E-02
3384.459, 8.5417382E-02
3386.387, 8.6717971E-02
3388.316, 8.4625103E-02
3390.244, 8.4120460E-02
3392.173, 8.5078977E-02
3394.101, 8.2663082E-02
3396.030, 8.2456812E-02
3397.958, 8.2792617E-02
3399.887, 8.2151428E-02
3401.815, 8.2196817E-02
3403.744, 8.2211830E-02
3405.672, 8.4164940E-02
3407.601, 8.7053888E-02
3409.529, 8.5131221E-02
3411.458, 8.3028533E-02
3413.386, 8.3949894E-02
3415.314, 8.3455510E-02
3417.243, 8.3758987E-02
3419.171, 8.5736454E-02
3421.100, 8.7268919E-02
3423.028, 8.7039813E-02
3424.957, 8.6869746E-02
3426.885, 8.9350067E-02
3428.814, 8.9730456E-02
3430.742, 8.8621840E-02
3432.671, 8.9687653E-02
3434.599, 9.1329142E-02
3436.528, 9.1053963E-02
3438.456, 9.1905601E-02
3440.385, 9.5700450E-02
3442.313, 9.7019173E-02
3444.241, 9.5958993E-02
3446.170, 9.4754577E-02
3448.098, 9.4273239E-02
3450.027, 9.5330670E-02
3451.955, 9.7825103E-02
3453.884, 9.9615887E-02
3455.812, 9.9573612E-02
3457.741, 9.9452533E-02
3459.669, 9.9887617E-02
3461.598, 0.1037513
3463.526, 0.1069245
3465.455, 0.1076584
3467.383, 0.1109309
3469.312, 0.1120859
3471.240, 0.1124033
3473.168, 0.1133201
3475.097, 0.1137826
3477.025, 0.1172081
3478.954, 0.1221774
3480.882, 0.1243832
3482.811, 0.1261807
3484.739, 0.1277854
3486.668, 0.1304958
3488.596, 0.1340964
3490.525, 0.1382561
3492.453, 0.1405031
3494.382, 0.1454272
3496.310, 0.1489915
3498.239, 0.1527127
3500.167, 0.1617013
3502.095, 0.1665376
3504.024, 0.1686760
3505.952, 0.1736297
3507.881, 0.1768698
3509.809, 0.1776812
3511.738, 0.1760708
3513.666, 0.1747238
3515.595, 0.1707169
3517.523, 0.1632086
3519.452, 0.1483017
3521.380, 0.1328531
3523.309, 0.1182452
3525.237, 0.1043878
3527.166, 9.4362341E-02
3529.094, 8.7794110E-02
3531.022, 8.4430359E-02
3532.951, 8.2145639E-02
3534.879, 7.5571351E-02
3536.808, 7.1257629E-02
3538.736, 7.0743397E-02
3540.665, 6.8131812E-02
3542.593, 6.4284422E-02
3544.522, 6.4611733E-02
3546.450, 6.4856946E-02
3548.379, 6.1011489E-02
3550.307, 5.8484372E-02
3552.236, 5.8682151E-02
3554.164, 5.9600551E-02
3556.093, 6.1253838E-02
3558.021, 6.0843948E-02
3559.949, 5.8784220E-02
3561.878, 5.8626801E-02
3563.806, 5.9802499E-02
3565.735, 6.0344081E-02
3567.663, 6.0260080E-02
3569.592, 5.8742709E-02
3571.520, 5.6735620E-02
3573.449, 5.5991981E-02
3575.377, 6.0232360E-02
3577.306, 6.1325390E-02
3579.234, 5.7146281E-02
3581.163, 5.7226811E-02
3583.091, 5.9989508E-02
3585.020, 5.9885882E-02
3586.948, 5.8405090E-02
3588.876, 6.0354080E-02
3590.805, 6.1688740E-02
3592.733, 6.3080922E-02
3594.662, 6.3629791E-02
3596.590, 6.4384781E-02
3598.519, 6.4609423E-02
3600.447, 6.3027442E-02
3602.376, 6.4456761E-02
3604.304, 6.7662552E-02
3606.233, 6.9770023E-02
3608.161, 7.1145639E-02
3610.090, 7.2265148E-02
3612.018, 7.0769511E-02
3613.947, 6.9729581E-02
3615.875, 6.8709530E-02
3617.803, 6.9345281E-02
3619.732, 7.2113194E-02
3621.660, 7.2437458E-02
3623.589, 7.3445283E-02
3625.517, 7.4344270E-02
3627.446, 7.3003180E-02
3629.374, 6.9065802E-02
3631.303, 6.5705232E-02
3633.231, 6.6522092E-02
3635.160, 6.6845879E-02
3637.088, 6.4797707E-02
3639.017, 6.6113964E-02
3640.945, 6.7367397E-02
3642.874, 6.6530436E-02
3644.802, 6.6702567E-02
3646.730, 6.5453254E-02
3648.659, 6.3763283E-02
3650.587, 6.4232878E-02
3652.516, 6.7051910E-02
3654.444, 6.5581478E-02
3656.373, 6.4054109E-02
3658.301, 6.3470513E-02
3660.230, 6.4740911E-02
3662.158, 6.5938823E-02
3664.087, 6.5665074E-02
3666.015, 6.4689271E-02
3667.944, 6.1548460E-02
3669.872, 5.6736659E-02
3671.801, 5.4457530E-02
3673.729, 5.6373160E-02
3675.657, 5.9332948E-02
3677.586, 6.0061831E-02
3679.514, 6.1581820E-02
3681.443, 6.4463973E-02
3683.371, 6.4979009E-02
3685.300, 6.4600922E-02
3687.228, 6.3759290E-02
3689.157, 6.0813788E-02
3691.085, 6.1196230E-02
3693.014, 6.2611677E-02
3694.942, 6.2025670E-02
3696.871, 6.0892861E-02
3698.799, 5.9656899E-02
3700.728, 5.9701748E-02
3702.656, 5.9097361E-02
3704.584, 5.9229389E-02
3706.513, 6.0486820E-02
3708.441, 6.1058559E-02
3710.370, 5.9095629E-02
3712.298, 5.6463908E-02
3714.227, 5.5588830E-02
3716.155, 5.8230080E-02
3718.084, 6.0221881E-02
3720.012, 6.0286250E-02
3721.941, 5.9866581E-02
3723.869, 5.6596462E-02
3725.798, 5.3198230E-02
3727.726, 5.4591350E-02
3729.655, 5.7564609E-02
3731.583, 5.7209689E-02
3733.511, 5.7148140E-02
3735.440, 5.6726549E-02
3737.368, 5.6659400E-02
3739.297, 5.7410479E-02
3741.225, 5.7614241E-02
3743.154, 5.6647450E-02
