id, formula, natoms, volume, mass, density, energy_per_tsite, n_tsites, relative_energy, iza_code
220, O96Si48, 144, 2641.795439890904, 2883.9840000000004, 18.16946129711777, -31.672327677408855, 48, 11.959572155489465, UEI
221, O128Si64, 192, 4181.482208426486, 3845.312, 15.305577498578797, -31.66203498840332, 64, 12.952665680444547, UFI
222, O24Si12, 36, 676.7753019631286, 720.9960000000001, 17.73114350537244, -31.673795064290363, 12, 11.817990843759748, UOE
223, O48Si24, 72, 1349.3555919901887, 1441.9920000000002, 17.786267861833196, -31.67554219563802, 24, 11.649418294091687, UOS
224, O352Si176, 528, 10819.879167065745, 10574.607999999998, 16.266355407712897, -31.663252397017047, 176, 12.835203605095131, UOV
225, O80Si40, 120, 2017.8732441928207, 2403.3199999999997, 19.822850674647107, -31.65836181640625, 40, 13.307072903316687, UOZ
226, O80Si40, 120, 2504.032168164122, 2403.3199999999997, 15.974235678180902, -31.643212890625, 40, 14.768722050132586, USI
227, O152Si76, 228, 4839.497194555957, 4566.308, 15.704110767022213, -31.669497841282894, 76, 12.232609836105786, UTL
228, O120Si60, 180, 3652.3301128066114, 3604.98, 16.427868825332812, -31.67374471028646, 60, 11.822849266588335, UWY
229, O34Si17, 51, 854.5327743939985, 1021.4110000000001, 19.893912216597826, -31.706406537224264, 17, 8.671462021943702, VET
230, O72Si36, 108, 2526.1010896132425, 2162.9880000000003, 14.251211144329842, -31.615553114149307, 36, 17.437484790845456, VFI
231, O120Si60, 180, 3370.439410679757, 3604.98, 17.801833140771123, -31.6442626953125, 60, 14.667431295397815, VNI
232, O72Si36, 108, 2135.2544932027945, 2162.9880000000003, 16.859816998207773, -31.63034396701389, 36, 16.01038442859019, VSV
233, O40Si20, 60, 1247.7303236675991, 1201.6600000000003, 16.02910470366038, -31.606170654296875, 20, 18.342754552964053, WEI
234, O240Si120, 360, 7256.218818958825, 7209.96, 16.537538764193233, -31.680668131510416, 120, 11.15484066510921, YFI
235, O32Si16, 48, 880.7394243311608, 961.328, 18.166553645705715, -31.677766799926758, 16, 11.43477660876095, YUG
236, O64Si32, 96, 1799.937349437857, 1922.6560000000002, 17.778396570299517, -31.658052444458008, 32, 13.336922758727203, ZON
